,path,label
6550,train\sad\Training_96999368.jpg,5
1319,train\disgust\Training_92867053.jpg,1
3629,train\happy\Training_91620838.jpg,3
4764,train\neutral\Training_87576516.jpg,4
3388,train\happy\Training_88328656.jpg,3
6658,train\sad\Training_99112994.jpg,5
5156,train\neutral\Training_95157473.jpg,4
682,train\angry\Training_96884909.jpg,0
6186,train\sad\Training_89001863.jpg,5
6242,train\sad\Training_90257649.jpg,5
5950,train\sad\Training_84043214.jpg,5
1912,train\fear\Training_87491540.jpg,2
571,train\angry\Training_94771661.jpg,0
6010,train\sad\Training_85163637.jpg,5
5220,train\neutral\Training_96770115.jpg,4
660,train\angry\Training_96515244.jpg,0
6563,train\sad\Training_97259432.jpg,5
3809,train\happy\Training_94094954.jpg,3
7435,train\surprise\Training_85699841.jpg,6
1419,train\fear\Training_75550630.jpg,2
6052,train\sad\Training_86063910.jpg,5
154,train\angry\Training_84252954.jpg,0
3304,train\happy\Training_87262041.jpg,3
4821,train\neutral\Training_88610959.jpg,4
6006,train\sad\Training_85127045.jpg,5
6362,train\sad\Training_93079497.jpg,5
1546,train\fear\Training_78431316.jpg,2
208,train\angry\Training_85448416.jpg,0
6053,train\sad\Training_86070061.jpg,5
630,train\angry\Training_95909187.jpg,0
6146,train\sad\Training_88087364.jpg,5
6174,train\sad\Training_88613511.jpg,5
1273,train\disgust\Training_82298698.jpg,1
1057,train\disgust\Training_39642150.jpg,1
136,train\angry\Training_83776336.jpg,0
3205,train\happy\Training_86096897.jpg,3
7857,train\surprise\Training_99113691.jpg,6
4189,train\happy\Training_99608984.jpg,3
2190,train\fear\Training_93990043.jpg,2
995,train\disgust\Training_26453750.jpg,1
2784,train\happy\Training_80040376.jpg,3
1931,train\fear\Training_87903666.jpg,2
4639,train\neutral\Training_85204387.jpg,4
849,train\disgust\PrivateTest_79683471.jpg,1
3956,train\happy\Training_96271828.jpg,3
1169,train\disgust\Training_62617017.jpg,1
2340,train\fear\Training_97715851.jpg,2
1089,train\disgust\Training_48227146.jpg,1
5094,train\neutral\Training_94160022.jpg,4
2310,train\fear\Training_96756794.jpg,2
834,train\disgust\PrivateTest_50594067.jpg,1
6490,train\sad\Training_95735320.jpg,5
7114,train\surprise\Training_75444172.jpg,6
178,train\angry\Training_84789870.jpg,0
5358,train\neutral\Training_99369006.jpg,4
4861,train\neutral\Training_89688909.jpg,4
2695,train\happy\Training_78988891.jpg,3
1008,train\disgust\Training_29267008.jpg,1
3587,train\happy\Training_91143472.jpg,3
6237,train\sad\Training_90106731.jpg,5
6098,train\sad\Training_87073285.jpg,5
2434,train\fear\Training_99777893.jpg,2
4169,train\happy\Training_99264929.jpg,3
3645,train\happy\Training_91916954.jpg,3
4829,train\neutral\Training_88869092.jpg,4
739,train\angry\Training_98419709.jpg,0
3197,train\happy\Training_86017612.jpg,3
2151,train\fear\Training_93115839.jpg,2
7180,train\surprise\Training_77057807.jpg,6
2674,train\happy\Training_78623090.jpg,3
5219,train\neutral\Training_96749328.jpg,4
5662,train\sad\Training_78130963.jpg,5
3920,train\happy\Training_95730341.jpg,3
2410,train\fear\Training_99214292.jpg,2
466,train\angry\Training_92321166.jpg,0
6873,train\surprise\Training_68316414.jpg,6
7535,train\surprise\Training_89097672.jpg,6
6827,train\surprise\Training_67415839.jpg,6
150,train\angry\Training_84113341.jpg,0
2838,train\happy\Training_80793693.jpg,3
6452,train\sad\Training_94868653.jpg,5
4970,train\neutral\Training_91934362.jpg,4
7742,train\surprise\Training_95847480.jpg,6
1050,train\disgust\Training_37841621.jpg,1
1990,train\fear\Training_89319883.jpg,2
6232,train\sad\Training_90011328.jpg,5
6251,train\sad\Training_90524468.jpg,5
2929,train\happy\Training_82235350.jpg,3
4453,train\neutral\Training_81553575.jpg,4
2200,train\fear\Training_94132253.jpg,2
6439,train\sad\Training_94616100.jpg,5
5712,train\sad\Training_79061910.jpg,5
1086,train\disgust\Training_46906248.jpg,1
1883,train\fear\Training_86644633.jpg,2
5468,train\sad\Training_73922667.jpg,5
3959,train\happy\Training_96308623.jpg,3
5173,train\neutral\Training_95603084.jpg,4
3493,train\happy\Training_89837440.jpg,3
2018,train\fear\Training_90063711.jpg,2
7709,train\surprise\Training_94760289.jpg,6
5476,train\sad\Training_74065266.jpg,5
7125,train\surprise\Training_75771116.jpg,6
603,train\angry\Training_95428981.jpg,0
4557,train\neutral\Training_83641114.jpg,4
4758,train\neutral\Training_87539813.jpg,4
3132,train\happy\Training_85243344.jpg,3
2455,train\happy\Training_75681485.jpg,3
3881,train\happy\Training_95235943.jpg,3
6508,train\sad\Training_95965211.jpg,5
3187,train\happy\Training_85930145.jpg,3
3733,train\happy\Training_93039761.jpg,3
1156,train\disgust\Training_60674497.jpg,1
7661,train\surprise\Training_92846416.jpg,6
2194,train\fear\Training_94085355.jpg,2
4701,train\neutral\Training_86343668.jpg,4
5794,train\sad\Training_80803992.jpg,5
3930,train\happy\Training_95905642.jpg,3
3410,train\happy\Training_88602520.jpg,3
3114,train\happy\Training_84901872.jpg,3
7426,train\surprise\Training_85399964.jpg,6
1023,train\disgust\Training_32702370.jpg,1
14,train\angry\Training_80946888.jpg,0
7633,train\surprise\Training_91914515.jpg,6
3808,train\happy\Training_94085220.jpg,3
3972,train\happy\Training_96426594.jpg,3
1042,train\disgust\Training_36703585.jpg,1
3680,train\happy\Training_92401152.jpg,3
267,train\angry\Training_87317174.jpg,0
846,train\disgust\PrivateTest_71883356.jpg,1
907,train\disgust\PublicTest_79534348.jpg,1
7840,train\surprise\Training_98664620.jpg,6
5399,train\sad\Training_72643390.jpg,5
4878,train\neutral\Training_89991645.jpg,4
4651,train\neutral\Training_85415360.jpg,4
898,train\disgust\PublicTest_60245179.jpg,1
1677,train\fear\Training_81755794.jpg,2
7465,train\surprise\Training_86999485.jpg,6
523,train\angry\Training_93808310.jpg,0
6189,train\sad\Training_89031638.jpg,5
3976,train\happy\Training_96446262.jpg,3
1670,train\fear\Training_81574886.jpg,2
2815,train\happy\Training_80403086.jpg,3
6802,train\surprise\Training_66629295.jpg,6
7777,train\surprise\Training_97090047.jpg,6
4436,train\neutral\Training_81287699.jpg,4
3285,train\happy\Training_87074810.jpg,3
418,train\angry\Training_90926247.jpg,0
1167,train\disgust\Training_62572176.jpg,1
3128,train\happy\Training_85112475.jpg,3
5,train\angry\Training_80806504.jpg,0
772,train\angry\Training_99098778.jpg,0
4179,train\happy\Training_99413386.jpg,3
1772,train\fear\Training_84122709.jpg,2
6180,train\sad\Training_88953792.jpg,5
3221,train\happy\Training_86304494.jpg,3
2980,train\happy\Training_83049202.jpg,3
5525,train\sad\Training_75082078.jpg,5
4452,train\neutral\Training_81550311.jpg,4
7770,train\surprise\Training_96765324.jpg,6
5837,train\sad\Training_81443510.jpg,5
681,train\angry\Training_96878950.jpg,0
6453,train\sad\Training_94884420.jpg,5
464,train\angry\Training_92280901.jpg,0
1177,train\disgust\Training_63368935.jpg,1
3263,train\happy\Training_86807563.jpg,3
4600,train\neutral\Training_84606125.jpg,4
6558,train\sad\Training_97187547.jpg,5
2719,train\happy\Training_79281071.jpg,3
397,train\angry\Training_90395572.jpg,0
5592,train\sad\Training_76572193.jpg,5
1249,train\disgust\Training_79051820.jpg,1
6218,train\sad\Training_89700388.jpg,5
667,train\angry\Training_96672251.jpg,0
959,train\disgust\Training_1654496.jpg,1
3189,train\happy\Training_85936886.jpg,3
54,train\angry\Training_81603707.jpg,0
870,train\disgust\PublicTest_1274561.jpg,1
3719,train\happy\Training_92899459.jpg,3
2275,train\fear\Training_96032991.jpg,2
1382,train\fear\Training_74606112.jpg,2
7673,train\surprise\Training_93443959.jpg,6
6881,train\surprise\Training_68490945.jpg,6
3490,train\happy\Training_89790543.jpg,3
3009,train\happy\Training_83400862.jpg,3
6903,train\surprise\Training_68990617.jpg,6
7249,train\surprise\Training_79201461.jpg,6
5979,train\sad\Training_84656862.jpg,5
6004,train\sad\Training_85083619.jpg,5
1674,train\fear\Training_81674013.jpg,2
3145,train\happy\Training_85391388.jpg,3
5376,train\neutral\Training_99862686.jpg,4
5877,train\sad\Training_82283367.jpg,5
6978,train\surprise\Training_70975199.jpg,6
393,train\angry\Training_90294393.jpg,0
1176,train\disgust\Training_63164084.jpg,1
6316,train\sad\Training_91959406.jpg,5
5286,train\neutral\Training_97904386.jpg,4
6961,train\surprise\Training_70705924.jpg,6
5224,train\neutral\Training_96851033.jpg,4
7791,train\surprise\Training_97444585.jpg,6
7662,train\surprise\Training_92923337.jpg,6
5569,train\sad\Training_75911539.jpg,5
7722,train\surprise\Training_95163599.jpg,6
2968,train\happy\Training_82857203.jpg,3
7579,train\surprise\Training_90340109.jpg,6
3851,train\happy\Training_94695292.jpg,3
7570,train\surprise\Training_90031426.jpg,6
916,train\disgust\PublicTest_89570683.jpg,1
2720,train\happy\Training_79305951.jpg,3
6002,train\sad\Training_85072313.jpg,5
4827,train\neutral\Training_88846121.jpg,4
5537,train\sad\Training_75293540.jpg,5
4613,train\neutral\Training_84796312.jpg,4
858,train\disgust\PrivateTest_88910113.jpg,1
5591,train\sad\Training_76527846.jpg,5
108,train\angry\Training_83056093.jpg,0
4214,train\neutral\Training_76776519.jpg,4
1921,train\fear\Training_87810830.jpg,2
3563,train\happy\Training_90878504.jpg,3
7611,train\surprise\Training_91250754.jpg,6
4846,train\neutral\Training_89251539.jpg,4
239,train\angry\Training_86318360.jpg,0
1960,train\fear\Training_88647115.jpg,2
5508,train\sad\Training_74788956.jpg,5
4394,train\neutral\Training_80249216.jpg,4
423,train\angry\Training_91040085.jpg,0
3825,train\happy\Training_94257461.jpg,3
6828,train\surprise\Training_67422597.jpg,6
6673,train\sad\Training_99534768.jpg,5
2156,train\fear\Training_93275470.jpg,2
982,train\disgust\Training_23533665.jpg,1
7353,train\surprise\Training_82737898.jpg,6
1201,train\disgust\Training_6954217.jpg,1
2593,train\happy\Training_77516292.jpg,3
206,train\angry\Training_85420320.jpg,0
6798,train\surprise\Training_66416935.jpg,6
3854,train\happy\Training_94828537.jpg,3
1702,train\fear\Training_82447115.jpg,2
3390,train\happy\Training_88380033.jpg,3
4328,train\neutral\Training_78892547.jpg,4
7321,train\surprise\Training_81566751.jpg,6
3395,train\happy\Training_88450851.jpg,3
6633,train\sad\Training_98660865.jpg,5
139,train\angry\Training_83926921.jpg,0
7476,train\surprise\Training_87248788.jpg,6
4166,train\happy\Training_99226478.jpg,3
6984,train\surprise\Training_71212913.jpg,6
5711,train\sad\Training_79051384.jpg,5
2552,train\happy\Training_77073327.jpg,3
6557,train\sad\Training_97172097.jpg,5
2438,train\fear\Training_99867518.jpg,2
948,train\disgust\Training_14124662.jpg,1
1087,train\disgust\Training_46951397.jpg,1
328,train\angry\Training_88769857.jpg,0
4809,train\neutral\Training_88454803.jpg,4
3353,train\happy\Training_87983464.jpg,3
2990,train\happy\Training_83192874.jpg,3
2969,train\happy\Training_82864693.jpg,3
4273,train\neutral\Training_77976444.jpg,4
2442,train\fear\Training_99933684.jpg,2
6059,train\sad\Training_86178080.jpg,5
3613,train\happy\Training_91462241.jpg,3
1862,train\fear\Training_86081642.jpg,2
4624,train\neutral\Training_84951959.jpg,4
7248,train\surprise\Training_79191153.jpg,6
2701,train\happy\Training_79038058.jpg,3
513,train\angry\Training_93477899.jpg,0
2617,train\happy\Training_77812385.jpg,3
5910,train\sad\Training_83036871.jpg,5
1053,train\disgust\Training_38147790.jpg,1
6468,train\sad\Training_95210158.jpg,5
1686,train\fear\Training_81971844.jpg,2
7392,train\surprise\Training_84422572.jpg,6
6681,train\sad\Training_99774682.jpg,5
2874,train\happy\Training_81334690.jpg,3
6505,train\sad\Training_95948047.jpg,5
451,train\angry\Training_91869488.jpg,0
4563,train\neutral\Training_83848798.jpg,4
6475,train\sad\Training_95414233.jpg,5
2551,train\happy\Training_77072205.jpg,3
7335,train\surprise\Training_82058959.jpg,6
5174,train\neutral\Training_95644104.jpg,4
5235,train\neutral\Training_97023738.jpg,4
6394,train\sad\Training_93681114.jpg,5
4581,train\neutral\Training_84174787.jpg,4
4559,train\neutral\Training_83681707.jpg,4
7149,train\surprise\Training_76381526.jpg,6
3689,train\happy\Training_92481366.jpg,3
526,train\angry\Training_93872864.jpg,0
7280,train\surprise\Training_80032095.jpg,6
4246,train\neutral\Training_77391232.jpg,4
4339,train\neutral\Training_79029206.jpg,4
3050,train\happy\Training_83995668.jpg,3
6087,train\sad\Training_86821286.jpg,5
3496,train\happy\Training_89894006.jpg,3
5656,train\sad\Training_77994782.jpg,5
745,train\angry\Training_98555755.jpg,0
2528,train\happy\Training_76776789.jpg,3
4144,train\happy\Training_98984009.jpg,3
3299,train\happy\Training_87206920.jpg,3
743,train\angry\Training_98524402.jpg,0
365,train\angry\Training_89713472.jpg,0
160,train\angry\Training_84303463.jpg,0
606,train\angry\Training_95486699.jpg,0
1903,train\fear\Training_87124147.jpg,2
5562,train\sad\Training_75724813.jpg,5
2581,train\happy\Training_77375447.jpg,3
5860,train\sad\Training_81889136.jpg,5
6345,train\sad\Training_92767965.jpg,5
2406,train\fear\Training_99107897.jpg,2
2936,train\happy\Training_82307720.jpg,3
7668,train\surprise\Training_93122504.jpg,6
7782,train\surprise\Training_97275390.jpg,6
6595,train\sad\Training_97913735.jpg,5
508,train\angry\Training_93325833.jpg,0
3564,train\happy\Training_90886164.jpg,3
7798,train\surprise\Training_97847754.jpg,6
1949,train\fear\Training_88352658.jpg,2
382,train\angry\Training_90101092.jpg,0
6803,train\surprise\Training_66660946.jpg,6
905,train\disgust\PublicTest_75935933.jpg,1
6901,train\surprise\Training_68976231.jpg,6
1394,train\fear\Training_74797547.jpg,2
7147,train\surprise\Training_76281272.jpg,6
1658,train\fear\Training_81276282.jpg,2
4665,train\neutral\Training_85610411.jpg,4
6190,train\sad\Training_89036396.jpg,5
231,train\angry\Training_86151024.jpg,0
2833,train\happy\Training_80667554.jpg,3
5628,train\sad\Training_77385699.jpg,5
329,train\angry\Training_88788715.jpg,0
4369,train\neutral\Training_79639560.jpg,4
1276,train\disgust\Training_82509083.jpg,1
7002,train\surprise\Training_71808612.jpg,6
3765,train\happy\Training_93539289.jpg,3
6289,train\sad\Training_91212132.jpg,5
6142,train\sad\Training_87962684.jpg,5
1213,train\disgust\Training_72272405.jpg,1
594,train\angry\Training_95134720.jpg,0
5739,train\sad\Training_79471335.jpg,5
7595,train\surprise\Training_90834259.jpg,6
2637,train\happy\Training_78009948.jpg,3
2412,train\fear\Training_99225584.jpg,2
6220,train\sad\Training_89707640.jpg,5
2677,train\happy\Training_78703918.jpg,3
6831,train\surprise\Training_67472822.jpg,6
6532,train\sad\Training_96534845.jpg,5
5241,train\neutral\Training_97135372.jpg,4
7690,train\surprise\Training_93942694.jpg,6
5625,train\sad\Training_77361751.jpg,5
4470,train\neutral\Training_81843360.jpg,4
5861,train\sad\Training_81905912.jpg,5
786,train\angry\Training_99548679.jpg,0
2723,train\happy\Training_79326867.jpg,3
943,train\disgust\Training_13740441.jpg,1
5542,train\sad\Training_75368167.jpg,5
5045,train\neutral\Training_93229303.jpg,4
4427,train\neutral\Training_81106041.jpg,4
3045,train\happy\Training_83879162.jpg,3
6114,train\sad\Training_87409897.jpg,5
4,train\angry\Training_80804172.jpg,0
7429,train\surprise\Training_85433132.jpg,6
1170,train\disgust\Training_62643990.jpg,1
1379,train\fear\Training_74499795.jpg,2
4411,train\neutral\Training_80624291.jpg,4
3671,train\happy\Training_92216142.jpg,3
6389,train\sad\Training_93581503.jpg,5
2313,train\fear\Training_96791571.jpg,2
549,train\angry\Training_94314538.jpg,0
6168,train\sad\Training_88543858.jpg,5
5515,train\sad\Training_74923508.jpg,5
2148,train\fear\Training_93084036.jpg,2
7297,train\surprise\Training_80565344.jpg,6
1562,train\fear\Training_78823548.jpg,2
6445,train\sad\Training_94795173.jpg,5
3460,train\happy\Training_89280816.jpg,3
6248,train\sad\Training_90452304.jpg,5
3875,train\happy\Training_95130899.jpg,3
4752,train\neutral\Training_87230959.jpg,4
6009,train\sad\Training_85159937.jpg,5
5828,train\sad\Training_81295451.jpg,5
2231,train\fear\Training_94830038.jpg,2
7654,train\surprise\Training_92606057.jpg,6
958,train\disgust\Training_16497482.jpg,1
3082,train\happy\Training_84427292.jpg,3
7628,train\surprise\Training_91711197.jpg,6
2915,train\happy\Training_82029959.jpg,3
5684,train\sad\Training_78391775.jpg,5
322,train\angry\Training_88657413.jpg,0
3246,train\happy\Training_86577110.jpg,3
6343,train\sad\Training_92643613.jpg,5
535,train\angry\Training_94049486.jpg,0
4649,train\neutral\Training_85385900.jpg,4
6448,train\sad\Training_94829256.jpg,5
7533,train\surprise\Training_89065069.jpg,6
3569,train\happy\Training_90919635.jpg,3
5670,train\sad\Training_78252572.jpg,5
716,train\angry\Training_97851201.jpg,0
6780,train\surprise\Training_66045155.jpg,6
3217,train\happy\Training_86262748.jpg,3
719,train\angry\Training_97944612.jpg,0
5829,train\sad\Training_81310187.jpg,5
7432,train\surprise\Training_85488219.jpg,6
2319,train\fear\Training_96924849.jpg,2
825,train\disgust\PrivateTest_38750068.jpg,1
6502,train\sad\Training_95920096.jpg,5
5157,train\neutral\Training_95208616.jpg,4
5416,train\sad\Training_73046118.jpg,5
372,train\angry\Training_89860430.jpg,0
2945,train\happy\Training_82421765.jpg,3
7808,train\surprise\Training_98084340.jpg,6
2303,train\fear\Training_96579332.jpg,2
7559,train\surprise\Training_89611881.jpg,6
5389,train\sad\Training_72496252.jpg,5
6946,train\surprise\Training_70322341.jpg,6
7162,train\surprise\Training_76703050.jpg,6
6947,train\surprise\Training_70336537.jpg,6
52,train\angry\Training_81569305.jpg,0
3486,train\happy\Training_89647613.jpg,3
4017,train\happy\Training_97004687.jpg,3
5462,train\sad\Training_73841476.jpg,5
2370,train\fear\Training_98448283.jpg,2
956,train\disgust\Training_16203955.jpg,1
6235,train\sad\Training_90092982.jpg,5
7051,train\surprise\Training_73401695.jpg,6
2675,train\happy\Training_78625390.jpg,3
6157,train\sad\Training_88297429.jpg,5
420,train\angry\Training_91001054.jpg,0
7806,train\surprise\Training_98069171.jpg,6
7285,train\surprise\Training_80227734.jpg,6
1203,train\disgust\Training_69984239.jpg,1
3504,train\happy\Training_90048303.jpg,3
3908,train\happy\Training_95628149.jpg,3
1108,train\disgust\Training_52302945.jpg,1
2875,train\happy\Training_81388763.jpg,3
5041,train\neutral\Training_93103235.jpg,4
2304,train\fear\Training_96640738.jpg,2
2020,train\fear\Training_90135006.jpg,2
1166,train\disgust\Training_62283849.jpg,1
490,train\angry\Training_92921932.jpg,0
7727,train\surprise\Training_95325414.jpg,6
1429,train\fear\Training_75755406.jpg,2
4710,train\neutral\Training_86553914.jpg,4
256,train\angry\Training_86882525.jpg,0
1580,train\fear\Training_79305631.jpg,2
4669,train\neutral\Training_85735968.jpg,4
315,train\angry\Training_88451042.jpg,0
5671,train\sad\Training_78259953.jpg,5
1434,train\fear\Training_75945228.jpg,2
3479,train\happy\Training_89566773.jpg,3
5338,train\neutral\Training_98971826.jpg,4
2764,train\happy\Training_79854658.jpg,3
6395,train\sad\Training_93691368.jpg,5
5795,train\sad\Training_80819471.jpg,5
4221,train\neutral\Training_76933580.jpg,4
6428,train\sad\Training_94423343.jpg,5
539,train\angry\Training_94109523.jpg,0
6537,train\sad\Training_96627207.jpg,5
1890,train\fear\Training_86759124.jpg,2
5069,train\neutral\Training_93758070.jpg,4
5558,train\sad\Training_75660322.jpg,5
3864,train\happy\Training_94944075.jpg,3
5634,train\sad\Training_77535999.jpg,5
7233,train\surprise\Training_78992356.jpg,6
7044,train\surprise\Training_73201434.jpg,6
2788,train\happy\Training_80076077.jpg,3
4071,train\happy\Training_97817651.jpg,3
7151,train\surprise\Training_76472637.jpg,6
6717,train\surprise\Training_64055627.jpg,6
7226,train\surprise\Training_78744822.jpg,6
993,train\disgust\Training_25631538.jpg,1
202,train\angry\Training_85348715.jpg,0
4740,train\neutral\Training_87054946.jpg,4
1132,train\disgust\Training_55875804.jpg,1
6736,train\surprise\Training_64621902.jpg,6
1600,train\fear\Training_79834328.jpg,2
1992,train\fear\Training_89356500.jpg,2
1067,train\disgust\Training_41636253.jpg,1
1578,train\fear\Training_79254931.jpg,2
6644,train\sad\Training_98799859.jpg,5
6469,train\sad\Training_95220675.jpg,5
3063,train\happy\Training_84171861.jpg,3
3356,train\happy\Training_88006842.jpg,3
5894,train\sad\Training_82746272.jpg,5
5770,train\sad\Training_80274936.jpg,5
4489,train\neutral\Training_82229126.jpg,4
1185,train\disgust\Training_65668228.jpg,1
440,train\angry\Training_91558476.jpg,0
3901,train\happy\Training_95553019.jpg,3
4930,train\neutral\Training_91167197.jpg,4
3813,train\happy\Training_94149631.jpg,3
7869,train\surprise\Training_99663019.jpg,6
186,train\angry\Training_84932821.jpg,0
7270,train\surprise\Training_79818969.jpg,6
2365,train\fear\Training_98318427.jpg,2
2089,train\fear\Training_91825354.jpg,2
2806,train\happy\Training_80305017.jpg,3
3692,train\happy\Training_92502030.jpg,3
7743,train\surprise\Training_95853103.jpg,6
2427,train\fear\Training_99682215.jpg,2
2127,train\fear\Training_92698411.jpg,2
3967,train\happy\Training_96380311.jpg,3
6580,train\sad\Training_97677728.jpg,5
6266,train\sad\Training_90856730.jpg,5
4207,train\happy\Training_99956118.jpg,3
930,train\disgust\Training_11660541.jpg,1
132,train\angry\Training_83680167.jpg,0
5443,train\sad\Training_73514241.jpg,5
296,train\angry\Training_88040995.jpg,0
6513,train\sad\Training_96115903.jpg,5
1605,train\fear\Training_79923778.jpg,2
931,train\disgust\Training_11732399.jpg,1
3369,train\happy\Training_88157591.jpg,3
2078,train\fear\Training_91542766.jpg,2
5002,train\neutral\Training_92340040.jpg,4
646,train\angry\Training_96216570.jpg,0
756,train\angry\Training_98801026.jpg,0
1979,train\fear\Training_89123510.jpg,2
4753,train\neutral\Training_87232222.jpg,4
582,train\angry\Training_94950079.jpg,0
5678,train\sad\Training_78314397.jpg,5
6877,train\surprise\Training_68404332.jpg,6
952,train\disgust\Training_15256337.jpg,1
5194,train\neutral\Training_96101836.jpg,4
3251,train\happy\Training_86641910.jpg,3
2512,train\happy\Training_76578410.jpg,3
3944,train\happy\Training_96046781.jpg,3
4362,train\neutral\Training_79507125.jpg,4
6586,train\sad\Training_97744458.jpg,5
5570,train\sad\Training_75913936.jpg,5
525,train\angry\Training_93868933.jpg,0
4091,train\happy\Training_98143957.jpg,3
1072,train\disgust\Training_43083070.jpg,1
6164,train\sad\Training_88432750.jpg,5
5622,train\sad\Training_77318703.jpg,5
3747,train\happy\Training_93259646.jpg,3
2568,train\happy\Training_77263497.jpg,3
4838,train\neutral\Training_89012577.jpg,4
5145,train\neutral\Training_94941922.jpg,4
6731,train\surprise\Training_64437038.jpg,6
5360,train\neutral\Training_99396766.jpg,4
2003,train\fear\Training_89649221.jpg,2
3924,train\happy\Training_95798740.jpg,3
144,train\angry\Training_83990517.jpg,0
928,train\disgust\Training_11550217.jpg,1
3774,train\happy\Training_93658173.jpg,3
541,train\angry\Training_94128289.jpg,0
7395,train\surprise\Training_84684296.jpg,6
219,train\angry\Training_85786243.jpg,0
7711,train\surprise\Training_94815054.jpg,6
927,train\disgust\Training_11050021.jpg,1
5864,train\sad\Training_81935737.jpg,5
3754,train\happy\Training_93361182.jpg,3
73,train\angry\Training_82037343.jpg,0
4183,train\happy\Training_99523432.jpg,3
6875,train\surprise\Training_68347899.jpg,6
561,train\angry\Training_94475256.jpg,0
6425,train\sad\Training_94396564.jpg,5
41,train\angry\Training_81427834.jpg,0
2232,train\fear\Training_94917457.jpg,2
4618,train\neutral\Training_84854242.jpg,4
134,train\angry\Training_83740479.jpg,0
2037,train\fear\Training_90566252.jpg,2
645,train\angry\Training_96214713.jpg,0
5756,train\sad\Training_79896402.jpg,5
321,train\angry\Training_88630546.jpg,0
4888,train\neutral\Training_90278297.jpg,4
4313,train\neutral\Training_78580639.jpg,4
1937,train\fear\Training_88073663.jpg,2
2692,train\happy\Training_78947235.jpg,3
4167,train\happy\Training_99242715.jpg,3
6069,train\sad\Training_86330351.jpg,5
2249,train\fear\Training_95282115.jpg,2
2950,train\happy\Training_82562710.jpg,3
4184,train\happy\Training_99589930.jpg,3
6493,train\sad\Training_95740223.jpg,5
1161,train\disgust\Training_61376133.jpg,1
5275,train\neutral\Training_97774972.jpg,4
3207,train\happy\Training_86147882.jpg,3
4105,train\happy\Training_98357925.jpg,3
7348,train\surprise\Training_82545725.jpg,6
3370,train\happy\Training_88183550.jpg,3
5694,train\sad\Training_78711005.jpg,5
678,train\angry\Training_96814316.jpg,0
7486,train\surprise\Training_87607009.jpg,6
2807,train\happy\Training_80309064.jpg,3
994,train\disgust\Training_2580532.jpg,1
2948,train\happy\Training_82515477.jpg,3
3062,train\happy\Training_84163741.jpg,3
6171,train\sad\Training_88580753.jpg,5
7155,train\surprise\Training_76520230.jpg,6
1294,train\disgust\Training_85886105.jpg,1
3548,train\happy\Training_90609638.jpg,3
7001,train\surprise\Training_71772439.jpg,6
543,train\angry\Training_94197961.jpg,0
2973,train\happy\Training_82918635.jpg,3
1045,train\disgust\Training_37127217.jpg,1
5490,train\sad\Training_74411661.jpg,5
516,train\angry\Training_93521650.jpg,0
6162,train\sad\Training_88422343.jpg,5
3584,train\happy\Training_91089260.jpg,3
325,train\angry\Training_88739175.jpg,0
406,train\angry\Training_90610607.jpg,0
392,train\angry\Training_90282781.jpg,0
1290,train\disgust\Training_85400968.jpg,1
5190,train\neutral\Training_96010101.jpg,4
6795,train\surprise\Training_66399059.jpg,6
4696,train\neutral\Training_86228990.jpg,4
4615,train\neutral\Training_84805498.jpg,4
4794,train\neutral\Training_88157736.jpg,4
7472,train\surprise\Training_87191428.jpg,6
5291,train\neutral\Training_98013147.jpg,4
7501,train\surprise\Training_87962623.jpg,6
2709,train\happy\Training_79158717.jpg,3
4985,train\neutral\Training_92082348.jpg,4
6236,train\sad\Training_90096195.jpg,5
7046,train\surprise\Training_73211625.jpg,6
3939,train\happy\Training_96000481.jpg,3
5349,train\neutral\Training_99139714.jpg,4
6075,train\sad\Training_86437620.jpg,5
7047,train\surprise\Training_73299116.jpg,6
2882,train\happy\Training_81577182.jpg,3
243,train\angry\Training_86431040.jpg,0
7170,train\surprise\Training_76885073.jpg,6
163,train\angry\Training_84317470.jpg,0
3983,train\happy\Training_96517183.jpg,3
6928,train\surprise\Training_69884280.jpg,6
323,train\angry\Training_88679295.jpg,0
2347,train\fear\Training_97942638.jpg,2
5325,train\neutral\Training_98825329.jpg,4
4316,train\neutral\Training_78761270.jpg,4
3513,train\happy\Training_90221445.jpg,3
3533,train\happy\Training_90392322.jpg,3
1824,train\fear\Training_85202797.jpg,2
839,train\disgust\PrivateTest_57834460.jpg,1
3535,train\happy\Training_90443698.jpg,3
7610,train\surprise\Training_91209842.jpg,6
6979,train\surprise\Training_71057210.jpg,6
3501,train\happy\Training_89983416.jpg,3
211,train\angry\Training_85515066.jpg,0
1116,train\disgust\Training_5387344.jpg,1
6814,train\surprise\Training_66929423.jpg,6
651,train\angry\Training_96309473.jpg,0
3255,train\happy\Training_86684937.jpg,3
6867,train\surprise\Training_68236333.jpg,6
4715,train\neutral\Training_86587737.jpg,4
3600,train\happy\Training_91322946.jpg,3
4448,train\neutral\Training_81510233.jpg,4
6860,train\surprise\Training_68145064.jpg,6
3767,train\happy\Training_93562022.jpg,3
6635,train\sad\Training_98685988.jpg,5
5372,train\neutral\Training_99766691.jpg,4
552,train\angry\Training_94363699.jpg,0
3039,train\happy\Training_83811758.jpg,3
5774,train\sad\Training_80385070.jpg,5
2272,train\fear\Training_95888749.jpg,2
5420,train\sad\Training_73075893.jpg,5
1522,train\fear\Training_77901302.jpg,2
